Tanggal;Kurs;
4/7/2017 12:00:00 AM;13341;
4/6/2017 12:00:00 AM;13327;
4/5/2017 12:00:00 AM;13329;
4/4/2017 12:00:00 AM;13326;
4/3/2017 12:00:00 AM;13324;
3/31/2017 12:00:00 AM;13321;
3/30/2017 12:00:00 AM;13316;
3/29/2017 12:00:00 AM;13323;
3/27/2017 12:00:00 AM;13314;
3/24/2017 12:00:00 AM;13329;
3/23/2017 12:00:00 AM;13332;
3/22/2017 12:00:00 AM;13335;
3/21/2017 12:00:00 AM;13308;
3/20/2017 12:00:00 AM;13329;
3/17/2017 12:00:00 AM;13342;
3/16/2017 12:00:00 AM;13336;
3/15/2017 12:00:00 AM;13375;
3/14/2017 12:00:00 AM;13360;
3/13/2017 12:00:00 AM;13364;
3/10/2017 12:00:00 AM;13393;
3/9/2017 12:00:00 AM;13373;
3/8/2017 12:00:00 AM;13340;
3/7/2017 12:00:00 AM;13350;
3/6/2017 12:00:00 AM;13364;
3/3/2017 12:00:00 AM;13375;
3/2/2017 12:00:00 AM;13361;
3/1/2017 12:00:00 AM;13361;
2/28/2017 12:00:00 AM;13347;
2/27/2017 12:00:00 AM;13339;
2/24/2017 12:00:00 AM;13336;
2/23/2017 12:00:00 AM;13360;
2/22/2017 12:00:00 AM;13356;
2/21/2017 12:00:00 AM;13370;
2/20/2017 12:00:00 AM;13352;
2/17/2017 12:00:00 AM;13328;
2/16/2017 12:00:00 AM;13329;
2/14/2017 12:00:00 AM;13330;
2/13/2017 12:00:00 AM;13330;
2/10/2017 12:00:00 AM;13318;
2/9/2017 12:00:00 AM;13308;
2/8/2017 12:00:00 AM;13337;
2/7/2017 12:00:00 AM;13322;
2/6/2017 12:00:00 AM;13329;
2/3/2017 12:00:00 AM;13362;
2/2/2017 12:00:00 AM;13374;
2/1/2017 12:00:00 AM;13349;
1/31/2017 12:00:00 AM;13343;
1/30/2017 12:00:00 AM;13335;
1/27/2017 12:00:00 AM;13359;
1/26/2017 12:00:00 AM;13325;
1/25/2017 12:00:00 AM;13340;
1/24/2017 12:00:00 AM;13330;
1/23/2017 12:00:00 AM;13372;
1/20/2017 12:00:00 AM;13382;
1/19/2017 12:00:00 AM;13376;
1/18/2017 12:00:00 AM;13328;
1/17/2017 12:00:00 AM;13381;
1/16/2017 12:00:00 AM;13354;
1/13/2017 12:00:00 AM;13308;
1/12/2017 12:00:00 AM;13288;
1/11/2017 12:00:00 AM;13327;
1/10/2017 12:00:00 AM;13320;
1/9/2017 12:00:00 AM;13385;
1/6/2017 12:00:00 AM;13347;
1/5/2017 12:00:00 AM;13370;
1/4/2017 12:00:00 AM;13478;
1/3/2017 12:00:00 AM;13485;
12/30/2016 12:00:00 AM;13436;
12/29/2016 12:00:00 AM;13473;
12/28/2016 12:00:00 AM;13447;
12/27/2016 12:00:00 AM;13436;
12/23/2016 12:00:00 AM;13470;
12/22/2016 12:00:00 AM;13435;
12/21/2016 12:00:00 AM;13473;
12/20/2016 12:00:00 AM;13393;
12/19/2016 12:00:00 AM;13381;
12/16/2016 12:00:00 AM;13426;
12/15/2016 12:00:00 AM;13367;
12/14/2016 12:00:00 AM;13285;
12/13/2016 12:00:00 AM;13309;
12/9/2016 12:00:00 AM;13337;
12/8/2016 12:00:00 AM;13304;
12/7/2016 12:00:00 AM;13336;
12/6/2016 12:00:00 AM;13405;
12/5/2016 12:00:00 AM;13516;
12/2/2016 12:00:00 AM;13524;
12/1/2016 12:00:00 AM;13582;
11/30/2016 12:00:00 AM;13563;
11/29/2016 12:00:00 AM;13549;
11/28/2016 12:00:00 AM;13467;
11/25/2016 12:00:00 AM;13570;
11/24/2016 12:00:00 AM;13540;
11/23/2016 12:00:00 AM;13473;
11/22/2016 12:00:00 AM;13424;
11/21/2016 12:00:00 AM;13438;
11/18/2016 12:00:00 AM;13408;
11/17/2016 12:00:00 AM;13385;
11/16/2016 12:00:00 AM;13347;
11/15/2016 12:00:00 AM;13338;
11/14/2016 12:00:00 AM;13358;
11/11/2016 12:00:00 AM;13350;
11/10/2016 12:00:00 AM;13118;
11/9/2016 12:00:00 AM;13084;
11/8/2016 12:00:00 AM;13090;
11/7/2016 12:00:00 AM;13082;
11/4/2016 12:00:00 AM;13103;
11/3/2016 12:00:00 AM;13050;
11/2/2016 12:00:00 AM;13058;
11/1/2016 12:00:00 AM;13036;
10/31/2016 12:00:00 AM;13051;
10/28/2016 12:00:00 AM;13048;
10/27/2016 12:00:00 AM;13027;
10/26/2016 12:00:00 AM;12997;
10/25/2016 12:00:00 AM;13022;
10/24/2016 12:00:00 AM;13047;
10/21/2016 12:00:00 AM;13020;
10/20/2016 12:00:00 AM;12999;
10/19/2016 12:00:00 AM;13007;
10/18/2016 12:00:00 AM;13044;
10/17/2016 12:00:00 AM;13054;
10/14/2016 12:00:00 AM;13047;
10/13/2016 12:00:00 AM;13028;
10/12/2016 12:00:00 AM;13023;
10/11/2016 12:00:00 AM;12992;
10/10/2016 12:00:00 AM;12969;
10/7/2016 12:00:00 AM;13002;
10/6/2016 12:00:00 AM;12992;
10/5/2016 12:00:00 AM;12995;
10/4/2016 12:00:00 AM;12988;
10/3/2016 12:00:00 AM;13010;
9/30/2016 12:00:00 AM;12998;
9/29/2016 12:00:00 AM;12952;
9/28/2016 12:00:00 AM;12926;
9/27/2016 12:00:00 AM;13027;
9/26/2016 12:00:00 AM;13076;
9/23/2016 12:00:00 AM;13098;
9/22/2016 12:00:00 AM;13098;
9/21/2016 12:00:00 AM;13148;
9/20/2016 12:00:00 AM;13142;
9/19/2016 12:00:00 AM;13164;
9/16/2016 12:00:00 AM;13131;
9/15/2016 12:00:00 AM;13190;
9/14/2016 12:00:00 AM;13228;
9/13/2016 12:00:00 AM;13151;
9/9/2016 12:00:00 AM;13089;
9/8/2016 12:00:00 AM;13090;
9/7/2016 12:00:00 AM;13086;
9/6/2016 12:00:00 AM;13162;
9/5/2016 12:00:00 AM;13197;
9/2/2016 12:00:00 AM;13261;
9/1/2016 12:00:00 AM;13269;
8/31/2016 12:00:00 AM;13300;
8/30/2016 12:00:00 AM;13260;
8/29/2016 12:00:00 AM;13275;
8/26/2016 12:00:00 AM;13242;
8/25/2016 12:00:00 AM;13267;
8/24/2016 12:00:00 AM;13252;
8/23/2016 12:00:00 AM;13216;
8/22/2016 12:00:00 AM;13197;
8/19/2016 12:00:00 AM;13119;
8/18/2016 12:00:00 AM;13114;
8/16/2016 12:00:00 AM;13098;
8/15/2016 12:00:00 AM;13121;
8/12/2016 12:00:00 AM;13120;
8/11/2016 12:00:00 AM;13113;
8/10/2016 12:00:00 AM;13123;
8/9/2016 12:00:00 AM;13133;
8/8/2016 12:00:00 AM;13144;
8/5/2016 12:00:00 AM;13125;
8/4/2016 12:00:00 AM;13138;
8/3/2016 12:00:00 AM;13114;
8/2/2016 12:00:00 AM;13079;
8/1/2016 12:00:00 AM;13080;
7/29/2016 12:00:00 AM;13094;
7/28/2016 12:00:00 AM;13113;
7/27/2016 12:00:00 AM;13130;
7/26/2016 12:00:00 AM;13150;
7/25/2016 12:00:00 AM;13135;
7/22/2016 12:00:00 AM;13102;
7/21/2016 12:00:00 AM;13122;
7/20/2016 12:00:00 AM;13100;
7/19/2016 12:00:00 AM;13086;
7/18/2016 12:00:00 AM;13112;
7/15/2016 12:00:00 AM;13086;
7/14/2016 12:00:00 AM;13088;
7/13/2016 12:00:00 AM;13095;
7/12/2016 12:00:00 AM;13151;
7/11/2016 12:00:00 AM;13112;
7/1/2016 12:00:00 AM;13172;
6/30/2016 12:00:00 AM;13180;
6/29/2016 12:00:00 AM;13166;
6/28/2016 12:00:00 AM;13256;
6/27/2016 12:00:00 AM;13495;
6/24/2016 12:00:00 AM;13296;
6/23/2016 12:00:00 AM;13265;
6/22/2016 12:00:00 AM;13298;
6/21/2016 12:00:00 AM;13286;
6/20/2016 12:00:00 AM;13260;
6/17/2016 12:00:00 AM;13358;
6/16/2016 12:00:00 AM;13327;
6/15/2016 12:00:00 AM;13398;
6/14/2016 12:00:00 AM;13273;
6/13/2016 12:00:00 AM;13341;
6/10/2016 12:00:00 AM;13309;
6/9/2016 12:00:00 AM;13231;
6/8/2016 12:00:00 AM;13241;
6/7/2016 12:00:00 AM;13375;
6/6/2016 12:00:00 AM;13478;
6/3/2016 12:00:00 AM;13612;
6/2/2016 12:00:00 AM;13695;
6/1/2016 12:00:00 AM;13671;
5/31/2016 12:00:00 AM;13615;
5/30/2016 12:00:00 AM;13641;
5/27/2016 12:00:00 AM;13575;
5/26/2016 12:00:00 AM;13615;
5/25/2016 12:00:00 AM;13671;
5/24/2016 12:00:00 AM;13606;
5/23/2016 12:00:00 AM;13607;
5/20/2016 12:00:00 AM;13573;
5/19/2016 12:00:00 AM;13467;
5/18/2016 12:00:00 AM;13319;
5/17/2016 12:00:00 AM;13278;
5/16/2016 12:00:00 AM;13328;
5/13/2016 12:00:00 AM;13311;
5/12/2016 12:00:00 AM;13299;
5/11/2016 12:00:00 AM;13271;
5/10/2016 12:00:00 AM;13333;
5/9/2016 12:00:00 AM;13284;
5/4/2016 12:00:00 AM;13246;
5/3/2016 12:00:00 AM;13162;
5/2/2016 12:00:00 AM;13192;
4/29/2016 12:00:00 AM;13204;
4/28/2016 12:00:00 AM;13204;
4/27/2016 12:00:00 AM;13173;
4/26/2016 12:00:00 AM;13215;
4/25/2016 12:00:00 AM;13235;
4/22/2016 12:00:00 AM;13169;
4/21/2016 12:00:00 AM;13182;
4/20/2016 12:00:00 AM;13133;
4/19/2016 12:00:00 AM;13150;
4/18/2016 12:00:00 AM;13204;
4/15/2016 12:00:00 AM;13166;
4/14/2016 12:00:00 AM;13238;
4/13/2016 12:00:00 AM;13096;
4/12/2016 12:00:00 AM;13123;
4/11/2016 12:00:00 AM;13134;
4/8/2016 12:00:00 AM;13169;
4/7/2016 12:00:00 AM;13197;
4/6/2016 12:00:00 AM;13223;
4/5/2016 12:00:00 AM;13217;
4/4/2016 12:00:00 AM;13145;
4/1/2016 12:00:00 AM;13200;
3/31/2016 12:00:00 AM;13276;
3/30/2016 12:00:00 AM;13359;
3/29/2016 12:00:00 AM;13363;
3/28/2016 12:00:00 AM;13323;
3/24/2016 12:00:00 AM;13250;
3/23/2016 12:00:00 AM;13167;
3/22/2016 12:00:00 AM;13175;
3/21/2016 12:00:00 AM;13160;
3/18/2016 12:00:00 AM;13048;
3/17/2016 12:00:00 AM;13166;
3/16/2016 12:00:00 AM;13169;
3/15/2016 12:00:00 AM;13087;
3/14/2016 12:00:00 AM;13020;
3/11/2016 12:00:00 AM;13087;
3/10/2016 12:00:00 AM;13149;
3/8/2016 12:00:00 AM;13128;
3/7/2016 12:00:00 AM;13029;
3/4/2016 12:00:00 AM;13159;
3/3/2016 12:00:00 AM;13260;
3/2/2016 12:00:00 AM;13314;
3/1/2016 12:00:00 AM;13367;
2/29/2016 12:00:00 AM;13395;
2/26/2016 12:00:00 AM;13400;
2/25/2016 12:00:00 AM;13416;
2/24/2016 12:00:00 AM;13446;
2/23/2016 12:00:00 AM;13397;
2/22/2016 12:00:00 AM;13460;
2/19/2016 12:00:00 AM;13549;
2/18/2016 12:00:00 AM;13479;
2/17/2016 12:00:00 AM;13504;
2/16/2016 12:00:00 AM;13333;
2/15/2016 12:00:00 AM;13476;
2/12/2016 12:00:00 AM;13471;
2/11/2016 12:00:00 AM;13369;
2/10/2016 12:00:00 AM;13538;
2/9/2016 12:00:00 AM;13689;
2/5/2016 12:00:00 AM;13653;
2/4/2016 12:00:00 AM;13662;
2/3/2016 12:00:00 AM;13757;
2/2/2016 12:00:00 AM;13621;
2/1/2016 12:00:00 AM;13699;
1/29/2016 12:00:00 AM;13846;
1/28/2016 12:00:00 AM;13889;
1/27/2016 12:00:00 AM;13871;
1/26/2016 12:00:00 AM;13904;
1/25/2016 12:00:00 AM;13844;
1/22/2016 12:00:00 AM;13874;
1/21/2016 12:00:00 AM;13899;
1/20/2016 12:00:00 AM;13896;
1/19/2016 12:00:00 AM;13921;
1/18/2016 12:00:00 AM;13931;
1/15/2016 12:00:00 AM;13886;
1/14/2016 12:00:00 AM;13877;
1/13/2016 12:00:00 AM;13861;
1/12/2016 12:00:00 AM;13835;
1/11/2016 12:00:00 AM;13935;
1/8/2016 12:00:00 AM;13874;
1/7/2016 12:00:00 AM;13946;
1/6/2016 12:00:00 AM;13863;
1/5/2016 12:00:00 AM;13931;
1/4/2016 12:00:00 AM;13898;
12/31/2015 12:00:00 AM;13795;
12/30/2015 12:00:00 AM;13794;
12/29/2015 12:00:00 AM;13658;
12/28/2015 12:00:00 AM;13639;
12/23/2015 12:00:00 AM;13644;
12/22/2015 12:00:00 AM;13615;
12/21/2015 12:00:00 AM;13872;
12/18/2015 12:00:00 AM;14032;
12/17/2015 12:00:00 AM;14028;
12/16/2015 12:00:00 AM;14050;
12/15/2015 12:00:00 AM;14065;
12/14/2015 12:00:00 AM;14076;
12/11/2015 12:00:00 AM;13937;
12/10/2015 12:00:00 AM;13954;
12/8/2015 12:00:00 AM;13853;
12/7/2015 12:00:00 AM;13837;
12/4/2015 12:00:00 AM;13833;
12/3/2015 12:00:00 AM;13845;
12/2/2015 12:00:00 AM;13757;
12/1/2015 12:00:00 AM;13808;
11/30/2015 12:00:00 AM;13840;
11/27/2015 12:00:00 AM;13747;
11/26/2015 12:00:00 AM;13733;
11/25/2015 12:00:00 AM;13673;
11/24/2015 12:00:00 AM;13723;
11/23/2015 12:00:00 AM;13696;
11/20/2015 12:00:00 AM;13739;
11/19/2015 12:00:00 AM;13787;
11/18/2015 12:00:00 AM;13763;
11/17/2015 12:00:00 AM;13711;
11/16/2015 12:00:00 AM;13732;
11/13/2015 12:00:00 AM;13633;
11/12/2015 12:00:00 AM;13575;
11/11/2015 12:00:00 AM;13576;
11/10/2015 12:00:00 AM;13619;
11/9/2015 12:00:00 AM;13687;
11/6/2015 12:00:00 AM;13550;
11/5/2015 12:00:00 AM;13603;
11/4/2015 12:00:00 AM;13461;
11/3/2015 12:00:00 AM;13594;
11/2/2015 12:00:00 AM;13682;
10/30/2015 12:00:00 AM;13639;
10/29/2015 12:00:00 AM;13562;
10/28/2015 12:00:00 AM;13630;
10/27/2015 12:00:00 AM;13626;
10/26/2015 12:00:00 AM;13643;
10/23/2015 12:00:00 AM;13491;
10/22/2015 12:00:00 AM;13640;
10/21/2015 12:00:00 AM;13696;
10/20/2015 12:00:00 AM;13634;
10/19/2015 12:00:00 AM;13563;
10/16/2015 12:00:00 AM;13534;
10/15/2015 12:00:00 AM;13288;
10/13/2015 12:00:00 AM;13557;
10/12/2015 12:00:00 AM;13466;
10/9/2015 12:00:00 AM;13521;
10/8/2015 12:00:00 AM;13809;
10/7/2015 12:00:00 AM;14065;
10/6/2015 12:00:00 AM;14382;
10/5/2015 12:00:00 AM;14604;
10/2/2015 12:00:00 AM;14709;
10/1/2015 12:00:00 AM;14654;
9/30/2015 12:00:00 AM;14657;
9/29/2015 12:00:00 AM;14728;
9/28/2015 12:00:00 AM;14696;
9/25/2015 12:00:00 AM;14690;
9/23/2015 12:00:00 AM;14623;
9/22/2015 12:00:00 AM;14486;
9/21/2015 12:00:00 AM;14451;
9/18/2015 12:00:00 AM;14463;
9/17/2015 12:00:00 AM;14452;
9/16/2015 12:00:00 AM;14442;
9/15/2015 12:00:00 AM;14371;
9/14/2015 12:00:00 AM;14322;
9/11/2015 12:00:00 AM;14306;
9/10/2015 12:00:00 AM;14322;
9/9/2015 12:00:00 AM;14244;
9/8/2015 12:00:00 AM;14285;
9/7/2015 12:00:00 AM;14234;
9/4/2015 12:00:00 AM;14178;
9/3/2015 12:00:00 AM;14160;
9/2/2015 12:00:00 AM;14127;
9/1/2015 12:00:00 AM;14081;
8/31/2015 12:00:00 AM;14027;
8/28/2015 12:00:00 AM;14011;
8/27/2015 12:00:00 AM;14128;
8/26/2015 12:00:00 AM;14102;
8/25/2015 12:00:00 AM;14067;
8/24/2015 12:00:00 AM;13998;
8/21/2015 12:00:00 AM;13895;
8/20/2015 12:00:00 AM;13838;
8/19/2015 12:00:00 AM;13824;
8/18/2015 12:00:00 AM;13831;
8/14/2015 12:00:00 AM;13763;
8/13/2015 12:00:00 AM;13747;
8/12/2015 12:00:00 AM;13758;
8/11/2015 12:00:00 AM;13541;
8/10/2015 12:00:00 AM;13536;
8/7/2015 12:00:00 AM;13536;
8/6/2015 12:00:00 AM;13529;
8/5/2015 12:00:00 AM;13517;
8/4/2015 12:00:00 AM;13495;
8/3/2015 12:00:00 AM;13492;
7/31/2015 12:00:00 AM;13481;
7/30/2015 12:00:00 AM;13468;
7/29/2015 12:00:00 AM;13444;
7/28/2015 12:00:00 AM;13460;
7/27/2015 12:00:00 AM;13453;
7/24/2015 12:00:00 AM;13448;
7/23/2015 12:00:00 AM;13394;
7/22/2015 12:00:00 AM;13368;
7/15/2015 12:00:00 AM;13329;
7/14/2015 12:00:00 AM;13320;
7/13/2015 12:00:00 AM;13309;
7/10/2015 12:00:00 AM;13304;
7/9/2015 12:00:00 AM;13347;
7/8/2015 12:00:00 AM;13346;
7/7/2015 12:00:00 AM;13313;
7/6/2015 12:00:00 AM;13353;
7/3/2015 12:00:00 AM;13316;
7/2/2015 12:00:00 AM;13337;
7/1/2015 12:00:00 AM;13331;
6/30/2015 12:00:00 AM;13332;
6/29/2015 12:00:00 AM;13356;
6/26/2015 12:00:00 AM;13338;
6/25/2015 12:00:00 AM;13323;
6/24/2015 12:00:00 AM;13280;
6/23/2015 12:00:00 AM;13316;
6/22/2015 12:00:00 AM;13318;
6/19/2015 12:00:00 AM;13324;
6/18/2015 12:00:00 AM;13341;
6/17/2015 12:00:00 AM;13367;
6/16/2015 12:00:00 AM;13333;
6/15/2015 12:00:00 AM;13333;
6/12/2015 12:00:00 AM;13317;
6/11/2015 12:00:00 AM;13292;
6/10/2015 12:00:00 AM;13329;
6/9/2015 12:00:00 AM;13362;
6/8/2015 12:00:00 AM;13360;
6/5/2015 12:00:00 AM;13288;
6/4/2015 12:00:00 AM;13243;
6/3/2015 12:00:00 AM;13196;
6/1/2015 12:00:00 AM;13230;
5/29/2015 12:00:00 AM;13211;
5/28/2015 12:00:00 AM;13205;
5/27/2015 12:00:00 AM;13229;
5/26/2015 12:00:00 AM;13192;
5/25/2015 12:00:00 AM;13186;
5/22/2015 12:00:00 AM;13136;
5/21/2015 12:00:00 AM;13150;
5/20/2015 12:00:00 AM;13169;
5/19/2015 12:00:00 AM;13183;
5/18/2015 12:00:00 AM;13116;
5/15/2015 12:00:00 AM;13090;
5/13/2015 12:00:00 AM;13188;
5/12/2015 12:00:00 AM;13203;
5/11/2015 12:00:00 AM;13116;
5/8/2015 12:00:00 AM;13177;
5/7/2015 12:00:00 AM;13065;
5/6/2015 12:00:00 AM;13040;
5/5/2015 12:00:00 AM;12993;
5/4/2015 12:00:00 AM;13021;
4/30/2015 12:00:00 AM;12937;
4/29/2015 12:00:00 AM;12964;
4/28/2015 12:00:00 AM;12978;
4/27/2015 12:00:00 AM;12922;
4/24/2015 12:00:00 AM;12941;
4/23/2015 12:00:00 AM;12939;
4/22/2015 12:00:00 AM;12952;
4/21/2015 12:00:00 AM;12942;
4/20/2015 12:00:00 AM;12875;
4/17/2015 12:00:00 AM;12863;
4/16/2015 12:00:00 AM;12838;
4/15/2015 12:00:00 AM;12976;
4/14/2015 12:00:00 AM;12979;
4/13/2015 12:00:00 AM;12945;
4/10/2015 12:00:00 AM;12910;
4/9/2015 12:00:00 AM;12973;
4/8/2015 12:00:00 AM;13002;
4/7/2015 12:00:00 AM;12982;
4/6/2015 12:00:00 AM;12942;
4/2/2015 12:00:00 AM;13000;
4/1/2015 12:00:00 AM;13043;
3/31/2015 12:00:00 AM;13084;
3/30/2015 12:00:00 AM;13086;
3/27/2015 12:00:00 AM;13064;
3/26/2015 12:00:00 AM;13003;
3/25/2015 12:00:00 AM;12932;
3/24/2015 12:00:00 AM;12972;
3/23/2015 12:00:00 AM;13076;
3/20/2015 12:00:00 AM;13075;
3/19/2015 12:00:00 AM;13008;
3/18/2015 12:00:00 AM;13164;
3/17/2015 12:00:00 AM;13209;
3/16/2015 12:00:00 AM;13237;
3/13/2015 12:00:00 AM;13191;
3/12/2015 12:00:00 AM;13176;
3/11/2015 12:00:00 AM;13164;
3/10/2015 12:00:00 AM;13059;
3/9/2015 12:00:00 AM;13047;
3/6/2015 12:00:00 AM;12983;
3/5/2015 12:00:00 AM;13022;
3/4/2015 12:00:00 AM;12963;
3/3/2015 12:00:00 AM;12962;
3/2/2015 12:00:00 AM;12993;
2/27/2015 12:00:00 AM;12863;
2/26/2015 12:00:00 AM;12862;
2/25/2015 12:00:00 AM;12887;
2/24/2015 12:00:00 AM;12866;
2/23/2015 12:00:00 AM;12813;
2/20/2015 12:00:00 AM;12849;
2/18/2015 12:00:00 AM;12804;
2/17/2015 12:00:00 AM;12757;
2/16/2015 12:00:00 AM;12742;
2/13/2015 12:00:00 AM;12769;
2/12/2015 12:00:00 AM;12794;
2/11/2015 12:00:00 AM;12700;
2/10/2015 12:00:00 AM;12644;
2/9/2015 12:00:00 AM;12679;
2/6/2015 12:00:00 AM;12613;
2/5/2015 12:00:00 AM;12653;
2/4/2015 12:00:00 AM;12609;
2/3/2015 12:00:00 AM;12643;
2/2/2015 12:00:00 AM;12700;
1/30/2015 12:00:00 AM;12625;
1/29/2015 12:00:00 AM;12515;
1/28/2015 12:00:00 AM;12498;
1/27/2015 12:00:00 AM;12493;
1/26/2015 12:00:00 AM;12517;
1/23/2015 12:00:00 AM;12444;
1/22/2015 12:00:00 AM;12451;
1/21/2015 12:00:00 AM;12557;
1/20/2015 12:00:00 AM;12659;
1/19/2015 12:00:00 AM;12612;
1/16/2015 12:00:00 AM;12593;
1/15/2015 12:00:00 AM;12617;
1/14/2015 12:00:00 AM;12580;
1/13/2015 12:00:00 AM;12608;
1/12/2015 12:00:00 AM;12568;
1/9/2015 12:00:00 AM;12640;
1/8/2015 12:00:00 AM;12731;
1/7/2015 12:00:00 AM;12732;
1/6/2015 12:00:00 AM;12658;
1/5/2015 12:00:00 AM;12589;
1/2/2015 12:00:00 AM;12474;
;;
;;
;;
;;
